500,29366
506,29376
508,29388
513,29401
517,29411
519,29423
516,29433
499,29446
497,29458
499,29468
497,29480
495,29491
494,29503
505,29515
584,29526
670,29538
650,29548
487,29560
431,29571
475,29583
488,29595
489,29605
493,3
492,30865
491,30875
490,30887
490,30898
491,30910
491,30922
490,30932
490,30945
488,30955
490,30967
491,30980
492,30990
492,31002
493,31012
493,31025
494,31035
496,31047
496,31059
498,31070
504,31082
507,31092
508,31105
517,31117
519,31127
519,31139
502,31150
496,31162
500,31172
500,31184
498,31197
497,31207
497,31219
543,31229
643,31242
682,31254
545,31264
432,31277
464,31287
491,31299
493,31311
496,31322
499,31334
504,31344
505,31356
508,31367
514,31379
518,31391
525,31401
531,31414
539,31424
546,31436
555,31449
559,31459
561,31471
559,31481
551,31494
535,31504
519,31516
505,31528
493,31539
486,31551
482,31561
480,31574
478,31586
481,31596
482,31608
483,31619
485,31631
486,31643
487,31653
488,31666
490,31676
488,31688
488,31698
489,31711
488,31723
489,31733
488,31746
486,31756
487,31768
487,31780
488,31791
488,31803
488,31813
489,31825
489,31836
490,31848
491,31860
491,31870
491,31883
493,31893
494,31905
499,31918
502,31928
502,31940
508,31950
514,31963
516,31975
502,31985
491,31997
493,32008
494,32020
493,32030
493,32043
492,32055
530,32065
629,32077
677,32088
558,32100
431,32112
455,32122
486,32135
489,32145
492,32157
497,32167
500,32180
505,32192
507,32202
511,32215
515,32225
522,32237
528,32249
536,32260
547,32272
552,32282
560,32294
563,32305
562,32317
554,32329
539,32339
521,32352
505,32362
492,32374
483,32387
480,32397
476,32409
476,32419
480,32432
480,32444
481,32454
481,32466
481,32477
482,32489
484,32499
486,32512
485,32524
484,32534
485,32546
484,32557
485,32569
483,32581
484,32591
484,32604
484,32614
485,32626
485,32636
486,32649
487,32661
489,32671
488,32684
487,32694
488,32706
493,32718
500,32729
502,32741
507,32751
513,32763
513,32776
501,32786
488,32798
491,32808
492,32821
490,32831
490,32843
492,32856
519,32866
614,32878
666,32888
555,32901
428,32913
442,32923
479,32935
491,32946
494,32958
498,32968
500,32980
505,32993
510,33003
511,33015
517,33026
524,33038
531,33050
540,33060
550,33073
561,33083
567,33095
571,33107
568,33118
559,33130
545,33140
525,33153
509,33163
497,33175
486,33187
479,33198
478,33210
476,33220
481,33232
480,33245
482,33255
482,33267
484,33277
484,33290
485,33300
487,33312
482,33325
483,33335
480,33347
481,33357
484,33370
485,33382
481,33392
484,33404
485,33415
485,33427
487,33439
493,33449
495,33462
498,33472
506,33484
509,33495
505,33507
491,33519
486,33529
487,33542
489,33552
488,33564
488,33576
489,33587
539,33599
627,33609
631,33622
498,33632
421,33644
454,33656
481,33667
491,33679
495,33689
501,33701
502,33714
505,33724
510,33736
513,33746
518,33759
526,33769
532,33781
544,33794
552,33804
561,33816
567,33826
566,33839
562,33851
548,33861
532,33873
515,33884
500,33896
490,33908
482,33918
480,33931
478,33941
479,33953
481,33964
483,33976
483,33988
483,33998
483,34011
482,34021
484,34033
483,34045
483,34056
482,34068
483,34078
484,34091
481,34101
482,34113
485,34125
483,34136
485,34148
490,34158
490,34170
496,34183
504,34193
506,34205
501,34215
485,34228
485,34240
486,34250
486,34263
485,34273
487,34285
494,34295
567,34308
642,34320
622,34330
469,34342
423,34353
464,34365
482,34377
487,34387
493,34400
495,34410
498,34422
501,34433
506,34445
512,34457
516,34467
524,34480
528,34490
539,34502
548,34514
554,34525
559,34537
557,34547
553,34560
538,34572
522,34582
506,34594
494,34605
489,34617
483,34627
481,34639
481,34652
480,34662
482,34674
484,34684
483,34697
487,34709
486,34719
487,34732
489,34742
487,34754
487,34764
488,34777
484,34789
486,34799
487,34811
488,34822
487,34834
487,34846
491,34856
490,34869
492,34879
497,34891
498,34904
503,34914
508,34926
514,34936
510,34949
498,34959
494,34971
496,34983
494,34994
494,35006
493,35016
497,35028
560,35041
648,35051
665,35063
510,35074
428,35086
464,35096
486,35108
489,35121
494,35131
498,35143
500,35153
505,35166
507,35178
512,35188
515,35201
522,35211
528,35223
536,35233
543,35246
551,35258
556,35268
555,35280
551,35291
542,35303
526,35315
513,35325
497,35338
487,35348
484,35360
481,35373
481,35383
480,35395
482,35405
483,35418
486,35428
487,35440
487,35452
487,35463
487,35475
486,35485
488,35497
486,35510
486,35520
486,35532
485,35543
486,35555
485,35565
489,35577
488,35590
488,35600
488,35612
487,35622
488,35635
489,35647
491,35657
490,35670
493,35680
494,35692
494,35704
498,35715
503,35727
504,35737
507,35749
514,35760
516,35772
508,35784
493,35794
494,35807
496,35817
494,35829
493,35842
493,35852
523,35864
616,35874
682,35887
599,35897
451,35909
451,35921
482,35932
489,35944
491,35954
497,35966
498,35979
502,35989
505,36001
509,36012
511,36024
517,36036
523,36046
528,36059
536,36069
545,36081
553,36091
557,36104
555,36116
550,36126
538,36139
524,36149
507,36161
497,36173
487,36184
483,36196
481,36206
481,36218
482,36229
483,36241
483,36253
486,36263
487,36276
486,36286
488,36298
489,36311
490,36321
489,36333
488,36343
490,36356
489,36368
487,36378
487,36390
487,36401
487,36413
490,36423
488,36435
489,36448
490,36458
491,36470
489,36481
492,36493
492,36505
492,36515
495,36528
495,36538
494,36550
497,36560
501,36573
501,36585
505,36595
512,36608
514,36618
511,36630
492,36642
493,36653
495,36665
496,36675
495,36687
495,36698
500,36710
574,36722
664,36732
663,36745
499,36755
434,36767
476,36780
491,36790
490,36802
496,36812
499,36825
501,36837
505,36847
511,36859
513,36870
517,36882
522,36892
530,36904
538,36917
545,36927
552,36939
559,36950
560,36962
557,36974
545,36984
530,36997
515,37007
499,37019
486,37029
479,37042
472,37054
471,37064
473,37076
474,37087
476,37099
479,37111
480,37122
482,37134
483,37144
485,37156
484,37169
485,37179
486,37191
487,37201
485,37214
488,37224
487,37236
489,37249
487,37259
487,37271
488,37281
487,37294
488,37306
490,37316
490,37328
490,37339
490,37351
493,37361
494,37373
494,37386
494,37396
494,37408
498,37419
504,37431
503,37443
507,37453
516,37466
517,37476
510,37488
494,37500
496,37511
497,37523
497,37533
496,37545
496,37556
517,37568
606,37580
680,37591
607,37603
453,37613
447,37625
487,37638
493,37648
493,37660
498,37670
500,37683
503,37693
509,37705
513,37718
517,37728
523,37740
529,37750
535,37763
544,37775
550,37785
559,37797
563,37808
563,37820
556,37832
544,37842
529,37855
512,37865
499,37877
490,37888
486,37900
482,37912
481,37922
483,37935
484,37945
485,37957
486,37969
488,37980
488,37992
489,38002
489,38014
487,38025
490,38037
489,38049
491,38060
491,38072
490,38082
490,38094
489,38107
488,38117
488,38129
489,38139
489,38152
487,38162
489,38174
491,38187
491,38197
490,38209
491,38219
493,38232
493,38244
494,38254
499,38266
503,38277
505,38289
511,38301
516,38311
517,38324
501,38334
494,38346
496,38356
496,38369
494,38381
493,38391
493,38404
539,38414
639,38426
675,38438
530,38449
423,38461
455,38471
483,38483
489,38494
491,38506
498,38518
503,38529
504,38541
511,38551
514,38563
520,38576
525,38586
534,38598
540,38608
551,38621
560,38633
567,38643
568,38656
568,38666
559,38678
543,38688
525,38701
511,38713
497,38723
489,38735
484,38746
482,38758
482,38770
480,38780
484,38793
484,38803
485,38815
489,38825
488,38838
488,38850
486,38860
488,38873
486,38883
488,38895
485,38907
486,38918
486,38930
486,38940
487,38952
487,38965
488,38975
489,38987
489,38998
490,39010
490,39020
491,39032
491,39045
495,39055
495,39067
502,39077
505,39090
506,39102
511,39112
516,39124
515,39135
503,39147
494,39157
497,39170
499,39182
496,39192
497,39204
496,39215
532,39227
629,39239
664,39249
538,39262
431,39272
452,39284
485,39297
497,39307
501,39319
505,39329
507,39342
511,39352
514,39364
518,39376
522,39387
528,39399
537,39409
547,39421
555,39434
563,39444
570,39456
572,39467
570,39479
561,39489
546,39501
528,39514
510,39524
495,39536
484,39546
480,39559
477,39571
478,39581
479,39593
478,39604
480,39616
483,39626
484,39639
484,39651
484,39661
484,39673
485,39684
481,39696
481,39708
481,39718
479,39731
480,39741
481,39753
480,39766
480,39776
481,39788
483,39798
482,39811
485,39821
484,39833
486,39845
491,39856
493,39868
497,39878
504,39890
507,39903
505,39913
489,39925
487,39936
489,39948
488,39958
487,39970
487,39983
492,39993
565,40005
642,40015
630,40028
474,40040
425,40050
464,40062
484,40073
490,40085
493,40097
497,40108
499,40120
501,40130
505,40142
509,40153
514,40165
520,40177
528,40187
539,40200
545,40210
555,40222
559,40235
560,40245
558,40257
544,40267
529,40280
513,40290
497,40302
487,40314
481,40325
477,40337
478,40347
478,40359
480,40372
482,40382
483,40394
484,40404
489,40417
490,40429
490,40439
489,40452
488,40462
488,40474
488,40484
489,40497
488,40509
487,40519
488,40531
488,40542
489,40554
490,40566
488,40577
489,40589
490,40599
491,40611
491,40622
490,40634
492,40646
498,40656
497,40669
504,40679
511,40691
511,40704
504,40714
489,40726
493,40736
492,40749
493,40761
491,40771
492,40783
523,40794
619,40806
675,40816
573,40828
440,40841
452,40851
485,40863
490,40873
494,40886
500,40898
502,40908
503,40921
507,40931
510,40943
516,40953
521,40966
525,40978
531,40988
541,41000
549,41011
557,41023
560,41035
560,41046
554,41058
540,41068
524,41080
510,41091
499,41103
489,41115
484,41125
483,41138
482,41148
483,41160
484,41172
486,41183
486,41195
487,41205
491,41218
491,41230
490,41240
493,41252
492,41263
493,41275
491,41285
492,41297
493,41310
495,41320
494,41332
494,41342
498,41355
496,41367
497,41377
497,41390
498,41400
497,41412
501,41422
501,41435
503,41447
503,41457
504,41469
511,41480
514,41492
518,41504
523,41515
525,41527
524,41537
509,41549
505,41562
507,41572
504,41584
503,41594
503,41607
508,41617
582,41629
668,41641
664,41652
503,41664
441,41674
483,41687
500,41699
499,41709
502,41721
506,41732
506,41744
512,41754
513,41766
516,41779
523,41789
529,41801
533,41811
543,41824
554,41836
560,41846
566,41859
568,41869
562,41881
554,41893
537,41904
522,41916
507,41926
497,41938
491,41949
486,41961
487,41973
489,41984
490,41996
490,42006
491,42018
491,42031
493,42041
494,42053
493,42063
494,42076
495,42086
494,42098
494,42110
494,42121
495,42133
495,42143
495,42156
494,42168
494,42178
496,42190
495,42201
496,42213
497,42225
496,42235
499,42248
501,42258
500,42270
500,42280
501,42293
502,42305
504,42315
509,42328
510,42338
512,42350
521,42362
522,42373
517,42385
497,42395
502,42407
502,42418
500,42430
500,42442
502,42452
521,42465
611,42475
681,42487
605,42500
452,42510
450,42522
489,42532
496,42545
496,42555
501,42567
503,42579
506,42590
510,42602
513,42612
518,42625
524,42637
527,42647
537,42659
546,42670
554,42682
561,42694
565,42704
566,42717
560,42727
548,42739
531,42749
514,42762
500,42774
491,42784
485,42797
482,42807
480,42819
481,42831
482,42842
484,42854
485,42864
487,42876
487,42887
489,42899
489,42911
487,42921
486,42934
485,42944
486,42956
486,42969
485,42979
486,42991
487,43001
487,43014
487,43026
487,43036
486,43048
487,43059
487,43071
488,43081
489,43094
491,43106
490,43116
492,43128
492,43139
496,43151
500,43163
501,43173
507,43186
512,43196
510,43208
491,43218
486,43231
491,43243
491,43253
488,43266
487,43276
488,43288
554,43300
645,43311
655,43323
497,43333
422,43345
467,43358
485,43368
485,43380
491,43390
494,43403
496,43413
502,43425
507,43438
510,43448
514,43460
520,43470
528,43483
535,43495
544,43505
552,43517
558,43528
558,43540
556,43550
547,43563
531,43575
517,43585
501,43597
489,43608
483,43620
480,43632
480,43642
479,43655
481,43665
482,43677
484,43689
484,43700
486,43712
487,43722
487,43735
488,43745
487,43757
488,43769
487,43780
486,43792
485,43802
484,43814
485,43827
486,43837
487,43849
487,43859
488,43872
490,43882
490,43894
490,43907
489,43917
491,43929
490,43939
490,43952
493,43964
500,43974
502,43986
505,43997
512,44009
516,44019
514,44032
497,44044
494,44054
496,44066
496,44077
493,44089
494,44101
499,44111
579,44124
660,44134
634,44146
470,44158
434,44169
477,44181
493,44191
494,44204
498,44214
501,44226
503,44238
508,44249
511,44261
515,44271
519,44283
527,44296
534,44306
542,44318
553,44328
559,44341
565,44351
566,44363
562,44376
551,44386
532,44398
515,44408
501,44421
492,44433
484,44443
478,44455
479,44466
479,44478
481,44490
482,44500
486,44513
487,44523
488,44535
487,44546
490,44558
489,44570
487,44580
486,44593
486,44603
485,44615
485,44627
485,44638
487,44650
487,44660
488,44673
488,44683
489,44695
490,44707
490,44718
490,44730
489,44740
493,44752
498,44765
502,44775
502,44787
507,44797
512,44810
514,44822
502,44832
491,44845
495,44855
496,44867
496,44877
497,44890
496,44902
543,44912
642,44924
663,44935
521,44947
426,44959
458,44969
486,44982
494,44992
498,45004
503,45015
506,45027
507,45039
511,45049
516,45062
522,45072
526,45084
532,45096
541,45107
551,45119
560,45129
566,45142
570,45154
567,45164
559,45176
541,45187
523,45199
505,45209
495,45221
485,45234
479,45244
480,45256
481,45266
481,45279
482,45291
482,45301
482,45314
482,45324
487,45336
484,45346
483,45359
481,45371
482,45381
484,45393
484,45404
483,45416
484,45428
485,45438
484,45451
485,45461
487,45473
487,45484
491,45496
499,45508
494,45518
504,45531
511,45541
510,45553
502,45565
487,45576
490,45588
488,45598
489,45611
491,45623
492,45633
507,45645
598,45656
648,45668
566,45678
433,45690
431,45703
472,45713
489,45725
495,45735
499,45748
504,45760
508,45770
511,45783
512,45793
518,45805
525,45815
532,45828
542,45840
549,45850
559,45862
566,45873
570,45885
569,45897
563,45907
548,45920
528,45930
511,45942
498,45955
489,45965
482,45977
481,45987
479,46000
481,46010
483,46022
484,46034
483,46045
484,46057
486,46067
486,46080
487,46092
487,46102
485,46114
483,46125
485,46137
484,46147
485,46159
485,46172
487,46182
487,46194
489,46204
493,46217
495,46229
498,46239
503,46252
509,46262
509,46274
498,46286
488,46297
491,46309
490,46319
489,46331
490,46342
491,46354
519,46366
602,46376
640,46389
545,46399
432,46411
438,46424
475,46434
489,46446
486,46456
496,46469
499,46479
501,46491
504,46503
509,46514
513,46526
520,46536
526,46548
536,46561
546,46571
557,46583
562,46594
563,46606
561,46618
552,46628
537,46641
520,46651
506,46663
493,46673
485,46686
480,46698
480,46708
481,46721
482,46731
482,46743
485,46755
